idx,name,price
480,Muss / El Gran Imbecil. Retrato De Un Di...,66900
481,Memorias De Una Madame Americana,94900
482,"Coleccionista (2ª Ed), El",77900
483,"Corazon De Las Tinieblas, El",82900
484,Aun Queda Mucho Por Decir,90900
485,"Jugador, El",78900
486,"Estrecho Rincon, El",62900
487,"Facultad De Las Cosas Inutiles, La",114900
488,Mil Millones De Años Hasta El Fin Del Mu...,65900
489,Y Por Mirarlo Todo Nada Veia,53900
490,Zumbidos En La Cabeza,78900
491,Atlas Descrito Por El Cielo,74900
492,En Busca Del Tiempo Perdido. Por El Cami...,70900
493,"Luz Impronunciable, La",62900
494,Segundo Cuerpo,95900
495,Cerco De La Iglesia De La Santa Salvacio...,104900
496,Prosa Temprana (4 Tomos) Y Obras Postuma...,230900
497,Memorias Postumas De Bras Cubas,117900
498,"Pajaros Amarillos, Los",70900
499,"Herencia Colonial Y Otras Maldiciones, L...",86900
500,Pancho Villa Toma Zacatecas,106900
501,"Hueco De La Mano, El",98900
502,"Libelula, La",58900
503,Oscuridad Total,78900
504,Extraños,94900
505,Carrera Por El Segundo Lugar,93900
506,Cuando La Vida Te Da Un Martillo,93900
507,"Memoria De Las Cosas, La",37900
508,"Viernes En Enrico'S, Los",78900
509,Moby Dick (En Historieta / Comic),78900
510,"Moscas Del Capital, Las",94900
511,Furinkazan La Epopeya Del Clan Takeda,86900
512,"Color Del Tiempo, El",54900
513,"Hora Entre El Perro Y El Lobo, La",59900
514,Signos Junto Al Camino,137900
515,Lancha Rapida,78900
516,Eternas Palabras Los Poemas Ineditos,85900
517,Mire Al Pajarito,82900
518,"Cortesano Y Su Fantasma, El",66900
519,"Isla De Los Condenados, La",86900
520,De Sangre Y De Sol,66900
521,Alfabeto,70900
522,Morirse De Memoria,66900
523,"Penas Del Joven Werther, Las",78900
524,Pistas Falsas,53900
525,"Siete Años De Abundancia, Los",68900
526,"Libro De La Selva De Londres, El",62900
527,Cronicas De Un Pais Que Ya No Existe. Li...,82900
528,"Aventuras De Tom Sawyer, Las",98900
529,Sepa La Bola. Grandes Verdades Y Brujeri...,111900
530,Tu Amor Es Infinito,70900
531,Joseph Conrad Y Su Mundo,89900
532,Caer,70900
533,Frankenstein O El Moderno Prometeo,94900
534,Fred Cabeza De Vaca,77900
535,Vida De Una Mujer (2ª Ed) Amorosa,74900
536,"Piedra Lunar, La",49900
537,"Viento Ligero En Parma, El",70900
538,Por Breve Herida,89900
539,"Amante De Lady Chatterley, El",117900
540,"Show De Gary, El",86900
541,Aquiles Enamorado,54900
542,Bosquejos De Infancia Y Adolescencia 178...,90900
543,"Paseante De Cadaveres, El",94900
544,"Patron, El",74900
545,Narrativa Breve Completa,194900
546,Letra Escarlata,97900
547,Edipo En Stalingrado,85900
548,Andamios,49000
549,Canciones Del Más Acá,42000
550,El Abuelo Que Saltó Por La Ventana Y Se...,79000
551,Juego De Mentiras,76000
552,HARRY POTTER Y EL MISTERIO DEL PRINCIP 6,66000
553,Los Gatos Guerreros Huellas Peligrosas,49000
554,El Ultimo Encuentro,59000
555,Los Gatos Guerreros La Nueva Profecía Il,45500
556,El Rey Medio Ahogado,88000
557,Animales Fantasticos Y Donde Encontrarlo...,97000
558,SI DECIDO QUEDARME,58000
559,Quidditch A Través De Los Tiempos 1a Edi...,25000
560,La Trenza,75000
561,La Mujer Justa,69000
562,Harry Potter Y La Orden Del Fenix,87000
563,Tierra Desacostumbrada,51000
564,La Casa De La Mezquita,29000
565,Suplica A La Mar,50000
566,HARRY POTTER Y EL PRISIONERO DE AZKABAN ,63000
567,Suite Francesa,62000
568,El Caso Collini,75000
569,Animales Fantasticos Y Donde Encontrarlo...,59000
570,Lo Que Fue De Ella ,62000
571,Harry Potter Y El Misterio Del Príncipe,73000
572,La Pesca de Salmon en Yemen,16900
573,Harry Potter Y El Prisionero De Azkaban,135000
574,Quidditch Atraves De Los Tiempos,47000
575,Harry Potter Y La Piedra Filosofal Huffl...,70000
576,Tres Dias Y Una Vida,78000
577,El Niño En La Cima De La Montaña,62000
578, Harry Potter Y El Cáliz De Fuego,95000
579,Madona Con Abrigo De Piel,75000
580,Sophie En Los Cielos De Paris,66000
581,Harry Potter Y La Cámara Secreta,75000
582,EL OFICIO DEL MAL,90000
583,Los Gatos Guerreros Antes De La Tormenta,49000
584,Harry Potter Y El Misterio Del Príncipe,69000
585,La Maestra De Piano,59000
586,Harry Potter Y El Cáliz De Fuego,49000
587,Solo Nosotros Dos,49900
588,"Miedo, Trump En La Casa Blanca",57900
589,El Libro De La Oscuridad Volumen 1 : La...,59000
590,Anatomia De Un Escandalo,47900
591,Eleanor Oliphant,46900
592,Tal Como Somos 2 Edición,42000
593,Miedo. Trump en la casa blanca.,59000
594,Mis Huellas A Casa,57000
595,Haz Espacio En Tu Vida,39000
596,Rebeldes De Irlanda,69900
597,La Elite. La Selección 2,41000
598,Mensaje En Una Botella,41000
599,Príncipes De Irlanda: La Saga De Dublín...,83000
600,Mensaje En Una Botella,41000
601,"Hijos Del Topo I, Los (Cain)",53900
602,Los Hijos Del Topo I (Cain),55000
603,Muérdeme Suavemente - Fernando Gomez,45000
604,Maus,62000
605,Cuatro Saga Divergente,69000
606,Trilogía Los Juegos Del Hambre,190000
607,La Quinta Ola,77000
608,Muerte en el Hoyo 18,79000
609,Faithful Place,25000
610,El Enemigo - Lee Child,79000
611,Trilogía Berlinesa - Philip Kerr,95000
612,Por Siempre Jamás,79000
613,Música del Adiós - Ian Rankin,79000
614,La Mujer Del Pelo Rojo,60000
615,Cien Años De Soledad Conmemorativa 50 Añ...,150000
616,El Amor En Los Tiempos Del Cólera (Edici...,99000
617,Tríptico De La Infamia,63000
618,Ruben Dario. Del Simbolismo A La Realida,39900
619,Yo El Supremo (Ed Conmemorativa),67900
620,"Ciudad Y Los Perros, La (5O Años)",62900
621,La Caida De Los Gigantes,48000
622,La Increíble Y Triste Historia De La Cán...,47000
623,"El Taller, El Templo Y El Hogar",54000
624,Teoria King Kong / Virginie Despentes /...,45000
625,Cien Años De Soledad,66000
626,La Segunda Amante Del Rey,49000
627,Imenez ,51000
628,Del Amor Y Otros Demonios,59000
629,Mar De Leva / Octavio Garcia Giraldo / R...,58000
630,El Año Del Verano Que Nunca Llego,54000
631,La Perra,47000
632,¿ Donde Esta La Franja Amarilla ?,39000
633,Hotel Paris,65000
634,Adiós A Los Próceres,45000
635,El Amor En Los Tiempos Del Cólera,65000
636,CUENTOS COMPLETOS 2,51000
637,PREGUNTALE A ALICIA: DIARIO INTIMO DE UN...,42000
638,Héroes,48000
639,Historia Secreta De Costaguana,35900
640,Cronica Del Desamor,35900
641,Cuentos Completos De Cortazar 1,40900
642,Leopardo Al Sol,43900
643,Si Eva Hubiera Sido Adan,32900
644,"Informantes, Los",43900
645,La Moneda Viva,34900
646,Los Naufragos,39400
647,Corazón. Diario De Un Niño - Edmundo De...,35000
648,El Origen Del Hombre,15000
649,Los Tres Mosqueteros,25000
650,Morderse Las Uñas,33900
651,"Torso De Venus, El",20900
652,Palabras De Un Prefantasma,23900
653,"Libro De Los Muertos, El",21900
654,"Museo De La Calle Donceles, El",33900
655,Oda A John Wayne. Historia Personal De L...,18900
656,"Risa Del Ahorcado. Antologia Poetica, La",18900
657,Voces Activas Transformadoras Relatos In...,23900
658,Un Vago Escalofrio,18900
659,Habito Del Tiempo. Antologia 1984-2013,23900
660,Moradas Interiores,28900
661,Doctor Sueño,65000
662,Fuego Y Sangre,90000
663,El Caso Fitzgerald,65000
664,El Visitante,63900
665,Las Cosas Son Lo Que Tú Quieres Que Sean,42000
666,TORMENTA DE ESPADAS CANCIÓN DE HIELO Y F...,89000
667,Hellboy Despierta Al Demonio  En Español...,84900
668,Comic Hellboy Semilla De Destrucción En...,72900
669,CHOQUE DE REYES CANCIÓN DE HIELO Y FUEGO...,94000
670,Fuego Y Sangre,73900
671,EL UMBRAL DE LA ETERNIDAD (THE CENTURY 3...,105000
672,Una Herencia Misteriosa,79000
673,Cancion De Hielo - Juego De Tronos,76900
674,El Umbral De La Eternidad 5 Edicion,93000
675,Esto Es Mucho Mas Que Un Diario,37900
676,Un Mundo Sin Fin,67900
